00-00	54.0	49.0	46.0	50.0	54.0
00-02	51.0	50.0	51.0	50.0	49.0
00-04	51.0	49.0	51.0	50.0	47.0
00-06	52.0	50.0	52.0	50.0	49.0
00-08	53.0	49.0	47.0	53.0	49.0
00-10	51.0	51.0	51.0	49.0	49.0
00-12	53.0	50.0	47.0	50.0	53.0
00-14	52.0	50.0	47.0	52.0	49.0
00-16	53.0	53.0	47.0	47.0	48.0
00-18	53.0	50.0	46.0	50.0	53.0
00-20	51.0	51.0	49.0	49.0	48.0
00-22	51.0	51.0	51.0	49.0	48.0
00-24	51.0	51.0	51.0	51.0	49.0
00-26	47.0	47.0	42.0	44.0	45.0
00-28	46.0	46.0	41.0	43.0	44.0
00-30	45.0	46.0	42.0	43.0	44.0
00-32	44.0	45.0	42.0	41.0	45.0
00-34	45.0	45.0	41.0	42.0	44.0
00-36	45.0	45.0	41.0	41.0	43.0
00-38	45.0	45.0	41.0	43.0	43.0
00-40	45.0	45.0	39.0	43.0	44.0
00-42	45.0	45.0	40.0	42.0	44.0
00-44	45.0	45.0	39.0	43.0	44.0
00-46	45.0	45.0	40.0	42.0	44.0
00-48	45.0	45.0	41.0	43.0	43.0
00-50	45.0	45.0	40.0	43.0	44.0
00-52	45.0	45.0	40.0	43.0	44.0
00-54	44.0	44.0	41.0	43.0	44.0
00-56	46.0	46.0	40.0	42.0	45.0
00-58	45.0	45.0	40.0	41.0	43.0
01-00	45.0	45.0	40.0	43.0	44.0
01-02	44.0	44.0	39.0	42.0	42.0
01-04	44.0	45.0	40.0	42.0	43.0
01-06	44.0	44.0	40.0	42.0	43.0
01-08	45.0	45.0	40.0	42.0	44.0
01-10	45.0	45.0	41.0	43.0	44.0
01-12	45.0	45.0	40.0	41.0	43.0
01-14	45.0	45.0	40.0	41.0	43.0
01-16	44.0	45.0	41.0	42.0	43.0
01-18	44.0	44.0	41.0	43.0	44.0
01-20	44.0	44.0	40.0	42.0	44.0
01-22	45.0	45.0	39.0	42.0	44.0
01-24	44.0	44.0	40.0	42.0	44.0
01-26	44.0	44.0	40.0	42.0	44.0
01-28	44.0	44.0	41.0	42.0	43.0
01-30	45.0	45.0	39.0	43.0	43.0
01-32	44.0	43.0	40.0	42.0	44.0
01-34	45.0	45.0	40.0	43.0	43.0
01-36	44.0	44.0	40.0	41.0	42.0
01-38	44.0	44.0	41.0	42.0	42.0
01-40	44.0	44.0	40.0	42.0	42.0
01-42	45.0	45.0	40.0	42.0	43.0
01-44	44.0	44.0	40.0	41.0	43.0
01-46	44.0	44.0	40.0	42.0	43.0
01-48	44.0	44.0	40.0	40.0	43.0
01-50	44.0	44.0	40.0	41.0	43.0
01-52	44.0	44.0	40.0	42.0	44.0
01-54	44.0	44.0	40.0	42.0	43.0
01-56	44.0	44.0	40.0	42.0	42.0
