00-00	42.0	42.0	36.0	38.0	41.0
00-02	41.0	40.0	37.0	39.0	40.0
00-04	40.0	40.0	36.0	36.0	40.0
00-06	41.0	41.0	36.0	38.0	40.0
00-08	40.0	41.0	36.0	37.0	40.0
00-10	40.0	40.0	37.0	38.0	40.0
00-12	41.0	41.0	36.0	37.0	40.0
00-14	40.0	40.0	35.0	38.0	40.0
00-16	41.0	41.0	36.0	37.0	40.0
00-18	41.0	41.0	36.0	38.0	40.0
00-20	40.0	40.0	36.0	38.0	40.0
00-22	40.0	40.0	36.0	38.0	40.0
00-24	40.0	40.0	37.0	38.0	40.0
00-26	41.0	41.0	36.0	37.0	41.0
00-28	40.0	40.0	36.0	38.0	40.0
00-30	40.0	40.0	36.0	39.0	40.0
00-32	40.0	40.0	36.0	37.0	40.0
00-34	41.0	41.0	36.0	38.0	41.0
00-36	40.0	40.0	36.0	37.0	40.0
00-38	42.0	42.0	37.0	38.0	41.0
00-40	40.0	40.0	36.0	38.0	40.0
00-42	41.0	40.0	36.0	38.0	41.0
00-44	40.0	39.0	36.0	38.0	40.0
00-46	40.0	40.0	36.0	38.0	40.0
00-48	40.0	39.0	36.0	37.0	40.0
00-50	40.0	39.0	36.0	37.0	40.0
00-52	40.0	40.0	37.0	37.0	40.0
00-54	41.0	41.0	36.0	38.0	41.0
00-56	40.0	40.0	36.0	38.0	40.0
00-58	40.0	40.0	36.0	37.0	40.0
01-00	40.0	40.0	37.0	39.0	40.0
01-02	41.0	40.0	36.0	37.0	40.0
01-04	41.0	41.0	36.0	37.0	40.0
01-06	41.0	40.0	38.0	36.0	41.0
01-08	41.0	41.0	36.0	37.0	39.0
01-10	40.0	40.0	36.0	38.0	40.0
01-12	41.0	41.0	35.0	37.0	40.0
01-14	41.0	41.0	36.0	38.0	40.0
01-16	41.0	40.0	35.0	38.0	41.0
01-18	40.0	40.0	36.0	37.0	40.0
01-20	40.0	40.0	36.0	38.0	40.0
01-22	42.0	42.0	36.0	38.0	40.0
01-24	41.0	41.0	36.0	38.0	40.0
01-26	40.0	40.0	36.0	37.0	40.0
01-28	42.0	42.0	35.0	37.0	40.0
01-30	42.0	42.0	37.0	38.0	40.0
01-32	40.0	40.0	36.0	37.0	41.0
01-34	40.0	40.0	35.0	37.0	40.0
01-36	41.0	41.0	37.0	38.0	41.0
01-38	41.0	40.0	36.0	37.0	41.0
