08-22	27.0	27.0	22.0	24.0	25.0	27.0
08-24	22.0	21.0	15.0	16.0	22.0	21.0
08-26	21.0	19.0	15.0	13.0	21.0	21.0
08-28	21.0	21.0	14.0	15.0	21.0	21.0
08-30	21.0	21.0	15.0	16.0	21.0	21.0
08-32	22.0	21.0	15.0	15.0	22.0	22.0
08-34	24.0	24.0	18.0	20.0	24.0	24.0
08-36	23.0	23.0	17.0	18.0	23.0	23.0
08-38	23.0	23.0	18.0	18.0	24.0	24.0
08-40	23.0	23.0	16.0	18.0	23.0	23.0
08-42	25.0	25.0	17.0	20.0	23.0	25.0
08-44	24.0	24.0	17.0	16.0	23.0	24.0
08-46	24.0	23.0	18.0	18.0	24.0	24.0
08-48	24.0	24.0	19.0	20.0	24.0	24.0
08-50	25.0	25.0	16.0	20.0	23.0	24.0
08-52	25.0	25.0	17.0	20.0	24.0	25.0
08-54	27.0	27.0	19.0	20.0	24.0	27.0
08-56	25.0	25.0	19.0	19.0	24.0	24.0
08-58	26.0	26.0	18.0	20.0	24.0	26.0
09-00	27.0	27.0	19.0	21.0	24.0	27.0
09-02	27.0	27.0	18.0	20.0	24.0	27.0
09-04	25.0	25.0	19.0	20.0	24.0	25.0
09-06	25.0	26.0	19.0	21.0	24.0	26.0
09-08	26.0	26.0	19.0	20.0	24.0	26.0
09-10	28.0	28.0	22.0	25.0	27.0	28.0
09-12	27.0	27.0	20.0	20.0	25.0	27.0
09-14	27.0	27.0	19.0	20.0	24.0	27.0
09-16	26.0	26.0	19.0	22.0	24.0	27.0
09-18	27.0	27.0	19.0	22.0	25.0	27.0
09-20	25.0	25.0	20.0	22.0	25.0	27.0
09-22	26.0	26.0	21.0	21.0	24.0	27.0
09-24	29.0	29.0	21.0	22.0	25.0	29.0
09-26	27.0	27.0	20.0	21.0	25.0	26.0
09-28	26.0	26.0	20.0	20.0	25.0	26.0
09-30	30.0	30.0	23.0	22.0	24.0	30.0
09-32	27.0	27.0	20.0	21.0	24.0	27.0
09-34	28.0	28.0	20.0	22.0	24.0	27.0
09-36	27.0	27.0	20.0	22.0	24.0	27.0
09-38	26.0	26.0	22.0	21.0	25.0	26.0
09-40	27.0	27.0	22.0	21.0	25.0	27.0
09-42	27.0	27.0	21.0	22.0	26.0	28.0
09-44	26.0	28.0	20.0	22.0	25.0	28.0
09-46	25.0	25.0	21.0	20.0	25.0	25.0
09-48	26.0	26.0	19.0	20.0	24.0	27.0
09-50	25.0	25.0	19.0	19.0	25.0	25.0
09-52	25.0	25.0	19.0	20.0	25.0	25.0
09-54	26.0	26.0	19.0	20.0	25.0	26.0
09-56	25.0	25.0	18.0	19.0	24.0	25.0
09-58	24.0	24.0	19.0	20.0	24.0	24.0
