00-00	23.0	22.0	17.0	16.0	23.0	23.0
00-02	22.0	20.0	16.0	16.0	22.0	22.0
00-04	22.0	21.0	16.0	16.0	22.0	22.0
00-06	23.0	21.0	17.0	16.0	22.0	22.0
00-08	20.0	20.0	16.0	16.0	20.0	21.0
00-10	21.0	21.0	17.0	16.0	21.0	21.0
00-12	22.0	20.0	16.0	15.0	22.0	22.0
00-14	22.0	21.0	14.0	14.0	21.0	21.0
00-16	21.0	20.0	15.0	15.0	21.0	21.0
00-18	22.0	21.0	17.0	17.0	22.0	22.0
00-20	22.0	22.0	16.0	16.0	22.0	22.0
00-22	21.0	21.0	15.0	16.0	20.0	21.0
00-24	23.0	23.0	15.0	16.0	21.0	23.0
00-26	20.0	20.0	17.0	15.0	21.0	21.0
00-28	21.0	20.0	17.0	15.0	21.0	21.0
00-30	23.0	23.0	16.0	14.0	21.0	23.0
00-32	20.0	20.0	15.0	15.0	20.0	20.0
00-34	21.0	22.0	14.0	15.0	21.0	22.0
00-36	20.0	20.0	15.0	16.0	21.0	22.0
00-38	21.0	22.0	14.0	15.0	19.0	22.0
00-40	22.0	21.0	15.0	16.0	22.0	22.0
00-42	21.0	21.0	17.0	16.0	20.0	21.0
00-44	20.0	20.0	14.0	14.0	20.0	20.0
00-46	21.0	21.0	16.0	15.0	20.0	21.0
00-48	22.0	22.0	15.0	16.0	21.0	22.0
00-50	20.0	20.0	15.0	13.0	21.0	21.0
00-52	20.0	20.0	16.0	14.0	22.0	22.0
00-54	22.0	22.0	16.0	15.0	20.0	22.0
00-56	20.0	20.0	16.0	14.0	20.0	21.0
00-58	22.0	21.0	15.0	15.0	22.0	22.0
01-00	22.0	22.0	17.0	15.0	21.0	22.0
01-02	21.0	21.0	16.0	16.0	20.0	21.0
01-04	21.0	21.0	16.0	15.0	20.0	21.0
01-06	22.0	22.0	16.0	14.0	20.0	22.0
01-08	20.0	19.0	16.0	14.0	21.0	21.0
01-10	20.0	20.0	17.0	14.0	20.0	20.0
01-12	20.0	20.0	16.0	14.0	20.0	21.0
01-14	22.0	22.0	17.0	14.0	20.0	22.0
01-16	21.0	21.0	16.0	14.0	21.0	21.0
01-18	23.0	22.0	16.0	15.0	23.0	23.0
01-20	21.0	21.0	17.0	15.0	21.0	22.0
01-22	20.0	19.0	16.0	14.0	20.0	20.0
01-24	21.0	20.0	17.0	16.0	21.0	21.0
01-26	21.0	20.0	15.0	14.0	20.0	20.0
01-28	22.0	20.0	15.0	14.0	22.0	21.0
01-30	22.0	21.0	15.0	15.0	22.0	22.0
01-32	21.0	20.0	14.0	16.0	20.0	21.0
01-34	22.0	22.0	15.0	16.0	20.0	22.0
01-36	22.0	22.0	16.0	17.0	20.0	22.0
01-38	21.0	21.0	15.0	16.0	20.0	21.0
01-40	21.0	21.0	15.0	15.0	20.0	21.0
01-42	21.0	21.0	16.0	16.0	20.0	22.0
01-44	21.0	21.0	15.0	14.0	20.0	21.0
01-46	20.0	19.0	15.0	14.0	20.0	20.0
01-48	21.0	20.0	16.0	16.0	21.0	21.0
01-50	21.0	21.0	15.0	14.0	20.0	21.0
01-52	20.0	20.0	16.0	14.0	20.0	20.0
01-54	21.0	21.0	17.0	16.0	21.0	21.0
01-56	20.0	20.0	16.0	14.0	20.0	20.0
01-58	20.0	19.0	16.0	15.0	20.0	20.0
