00-00	44.0	44.0	41.0	40.0	42.0
00-02	42.0	42.0	39.0	41.0	41.0
00-04	42.0	42.0	39.0	40.0	42.0
00-06	42.0	43.0	39.0	41.0	41.0
00-08	43.0	43.0	39.0	40.0	41.0
00-10	43.0	43.0	40.0	40.0	42.0
00-12	43.0	43.0	39.0	40.0	41.0
00-14	42.0	42.0	39.0	40.0	41.0
00-16	42.0	42.0	39.0	39.0	41.0
00-18	42.0	42.0	39.0	40.0	42.0
00-20	41.0	41.0	38.0	39.0	40.0
00-22	42.0	42.0	40.0	40.0	41.0
00-24	43.0	43.0	40.0	41.0	41.0
00-26	43.0	43.0	38.0	40.0	40.0
00-28	42.0	42.0	39.0	40.0	41.0
00-30	43.0	43.0	40.0	40.0	42.0
00-32	42.0	42.0	39.0	40.0	43.0
00-34	42.0	42.0	40.0	40.0	41.0
00-36	44.0	44.0	40.0	40.0	42.0
00-38	43.0	43.0	39.0	40.0	41.0
00-40	43.0	43.0	40.0	40.0	42.0
00-42	43.0	43.0	40.0	40.0	40.0
00-44	43.0	43.0	39.0	41.0	42.0
00-46	43.0	43.0	40.0	41.0	41.0
00-48	43.0	43.0	40.0	40.0	42.0
00-50	43.0	43.0	39.0	40.0	42.0
00-52	42.0	42.0	39.0	40.0	41.0
00-54	43.0	43.0	39.0	40.0	42.0
00-56	42.0	42.0	39.0	40.0	42.0
00-58	43.0	43.0	40.0	40.0	41.0
01-00	42.0	42.0	40.0	41.0	42.0
01-02	43.0	43.0	39.0	40.0	41.0
01-04	42.0	42.0	40.0	40.0	41.0
01-06	42.0	42.0	40.0	40.0	41.0
01-08	42.0	42.0	39.0	40.0	41.0
01-10	42.0	42.0	39.0	40.0	41.0
01-12	43.0	43.0	39.0	40.0	41.0
01-14	43.0	43.0	39.0	39.0	41.0
01-16	43.0	43.0	39.0	40.0	40.0
01-18	43.0	43.0	40.0	41.0	42.0
01-20	43.0	43.0	39.0	40.0	42.0
01-22	43.0	43.0	39.0	39.0	40.0
