00-00	29.0	29.0	25.0	25.0	28.0	29.0
00-02	25.0	25.0	20.0	22.0	24.0	27.0
00-04	26.0	27.0	20.0	22.0	24.0	27.0
00-06	28.0	28.0	21.0	23.0	25.0	28.0
00-08	26.0	27.0	20.0	22.0	26.0	27.0
00-10	26.0	26.0	21.0	22.0	25.0	26.0
00-12	27.0	27.0	21.0	24.0	26.0	27.0
00-14	26.0	26.0	20.0	21.0	25.0	26.0
00-16	27.0	26.0	21.0	21.0	25.0	27.0
00-18	28.0	28.0	21.0	21.0	25.0	28.0
00-20	27.0	27.0	21.0	21.0	26.0	27.0
00-22	27.0	26.0	20.0	22.0	24.0	26.0
00-24	27.0	28.0	20.0	22.0	26.0	28.0
00-26	26.0	26.0	20.0	22.0	25.0	26.0
00-28	27.0	27.0	20.0	22.0	25.0	27.0
00-30	29.0	29.0	24.0	25.0	28.0	29.0
00-32	27.0	27.0	21.0	23.0	24.0	27.0
00-34	27.0	27.0	19.0	24.0	24.0	27.0
00-36	28.0	28.0	21.0	22.0	25.0	28.0
00-38	28.0	28.0	20.0	23.0	25.0	27.0
00-40	27.0	27.0	21.0	21.0	25.0	27.0
00-42	27.0	27.0	22.0	23.0	25.0	26.0
00-44	25.0	25.0	21.0	21.0	25.0	25.0
00-46	26.0	26.0	21.0	22.0	25.0	26.0
00-48	26.0	26.0	24.0	22.0	26.0	26.0
00-50	26.0	26.0	20.0	22.0	26.0	26.0
00-52	25.0	25.0	22.0	22.0	25.0	26.0
00-54	26.0	25.0	23.0	23.0	27.0	27.0
00-56	26.0	25.0	22.0	21.0	26.0	26.0
00-58	25.0	25.0	22.0	22.0	25.0	25.0
01-00	28.0	28.0	24.0	25.0	28.0	29.0
01-02	26.0	26.0	21.0	21.0	26.0	26.0
01-04	25.0	25.0	21.0	22.0	26.0	26.0
01-06	27.0	27.0	22.0	22.0	25.0	27.0
01-08	26.0	26.0	21.0	22.0	26.0	26.0
01-10	26.0	25.0	23.0	22.0	25.0	26.0
01-12	26.0	26.0	23.0	22.0	25.0	26.0
01-14	26.0	26.0	22.0	22.0	25.0	25.0
01-16	26.0	26.0	21.0	22.0	25.0	26.0
01-18	26.0	26.0	22.0	24.0	26.0	26.0
01-20	26.0	26.0	22.0	22.0	26.0	26.0
01-22	27.0	27.0	20.0	22.0	25.0	27.0
01-24	27.0	27.0	22.0	22.0	26.0	27.0
01-26	27.0	26.0	21.0	22.0	24.0	26.0
01-28	27.0	27.0	20.0	23.0	25.0	26.0
01-30	30.0	30.0	23.0	25.0	29.0	30.0
01-32	26.0	26.0	21.0	23.0	25.0	26.0
01-34	26.0	26.0	20.0	23.0	25.0	26.0
01-36	26.0	26.0	22.0	23.0	26.0	26.0
01-38	27.0	27.0	21.0	21.0	26.0	27.0
01-40	28.0	28.0	22.0	23.0	27.0	28.0
01-42	28.0	28.0	22.0	23.0	26.0	28.0
01-44	26.0	26.0	22.0	21.0	25.0	26.0
01-46	26.0	26.0	21.0	22.0	26.0	26.0
01-48	27.0	27.0	22.0	22.0	26.0	27.0
01-50	26.0	26.0	20.0	21.0	26.0	26.0
01-52	26.0	25.0	21.0	21.0	26.0	26.0
01-54	26.0	26.0	22.0	22.0	26.0	26.0
01-56	25.0	25.0	21.0	21.0	25.0	25.0
01-58	26.0	26.0	22.0	22.0	26.0	26.0
02-00	28.0	28.0	24.0	24.0	28.0	28.0
02-02	27.0	27.0	20.0	22.0	25.0	26.0
02-04	26.0	26.0	20.0	22.0	25.0	26.0
02-06	27.0	27.0	22.0	22.0	24.0	27.0
02-08	27.0	27.0	20.0	22.0	24.0	27.0
02-10	26.0	26.0	21.0	22.0	24.0	26.0
02-12	28.0	28.0	20.0	21.0	24.0	28.0
02-14	26.0	26.0	21.0	22.0	24.0	26.0
02-16	25.0	26.0	20.0	21.0	25.0	26.0
02-18	26.0	26.0	22.0	22.0	25.0	26.0
02-20	26.0	25.0	21.0	23.0	26.0	26.0
02-22	25.0	25.0	20.0	21.0	25.0	26.0
02-24	26.0	26.0	21.0	24.0	25.0	27.0
02-26	27.0	27.0	20.0	22.0	24.0	27.0
02-28	26.0	26.0	19.0	22.0	25.0	26.0
02-30	28.0	28.0	24.0	25.0	27.0	28.0
02-32	25.0	25.0	20.0	23.0	25.0	25.0
02-34	26.0	26.0	21.0	22.0	25.0	27.0
02-36	26.0	26.0	22.0	23.0	26.0	27.0
02-38	25.0	25.0	20.0	21.0	24.0	26.0
02-40	26.0	26.0	21.0	22.0	26.0	26.0
02-42	26.0	26.0	21.0	24.0	25.0	26.0
02-44	27.0	27.0	21.0	22.0	24.0	26.0
02-46	25.0	25.0	22.0	21.0	24.0	25.0
02-48	26.0	26.0	22.0	23.0	25.0	25.0
02-50	25.0	25.0	21.0	21.0	25.0	25.0
02-52	26.0	26.0	20.0	22.0	24.0	25.0
02-54	27.0	26.0	21.0	22.0	27.0	27.0
02-56	26.0	26.0	22.0	22.0	26.0	26.0
02-58	26.0	25.0	21.0	22.0	26.0	26.0
03-00	30.0	30.0	25.0	26.0	29.0	30.0
03-02	25.0	25.0	21.0	23.0	24.0	26.0
03-04	25.0	25.0	20.0	22.0	24.0	26.0
03-06	26.0	26.0	22.0	23.0	24.0	26.0
03-08	25.0	25.0	20.0	22.0	24.0	25.0
03-10	26.0	26.0	21.0	22.0	25.0	26.0
03-12	26.0	26.0	19.0	24.0	25.0	27.0
03-14	27.0	26.0	20.0	22.0	26.0	26.0
03-16	26.0	26.0	22.0	22.0	24.0	26.0
03-18	26.0	26.0	22.0	23.0	25.0	26.0
03-20	27.0	27.0	21.0	24.0	25.0	27.0
03-22	25.0	24.0	21.0	21.0	25.0	25.0
03-24	26.0	26.0	21.0	23.0	25.0	26.0
03-26	26.0	26.0	21.0	22.0	25.0	26.0
03-28	26.0	24.0	20.0	22.0	26.0	26.0
03-30	28.0	28.0	24.0	25.0	28.0	28.0
03-32	26.0	26.0	21.0	21.0	25.0	26.0
03-34	26.0	26.0	22.0	21.0	24.0	26.0
03-36	26.0	26.0	22.0	23.0	26.0	26.0
03-38	25.0	25.0	20.0	22.0	24.0	27.0
03-40	27.0	27.0	20.0	23.0	25.0	27.0
03-42	26.0	26.0	20.0	22.0	26.0	26.0
03-44	26.0	26.0	20.0	21.0	24.0	26.0
03-46	26.0	26.0	20.0	21.0	24.0	26.0
03-48	26.0	26.0	21.0	21.0	25.0	26.0
03-50	26.0	26.0	21.0	20.0	25.0	26.0
03-52	26.0	26.0	21.0	20.0	26.0	26.0
03-54	26.0	25.0	21.0	22.0	26.0	27.0
03-56	27.0	27.0	20.0	22.0	25.0	27.0
03-58	28.0	26.0	20.0	22.0	24.0	27.0
04-00	29.0	29.0	24.0	25.0	27.0	30.0
04-02	26.0	26.0	20.0	22.0	26.0	26.0
04-04	27.0	26.0	21.0	22.0	24.0	26.0
04-06	27.0	27.0	20.0	22.0	24.0	27.0
04-08	25.0	25.0	20.0	22.0	25.0	25.0
04-10	26.0	25.0	20.0	22.0	26.0	26.0
04-12	26.0	27.0	22.0	22.0	24.0	27.0
04-14	25.0	25.0	21.0	23.0	24.0	25.0
04-16	26.0	26.0	20.0	22.0	24.0	26.0
04-18	27.0	27.0	20.0	22.0	24.0	27.0
04-20	28.0	28.0	21.0	22.0	26.0	28.0
04-22	26.0	26.0	20.0	21.0	24.0	26.0
04-24	26.0	26.0	21.0	22.0	24.0	26.0
04-26	26.0	25.0	19.0	21.0	26.0	25.0
04-28	25.0	25.0	20.0	21.0	25.0	25.0
04-30	29.0	29.0	23.0	24.0	29.0	29.0
04-32	26.0	26.0	22.0	20.0	24.0	26.0
04-34	25.0	25.0	21.0	21.0	24.0	25.0
04-36	28.0	28.0	21.0	22.0	24.0	27.0
04-38	26.0	26.0	21.0	21.0	24.0	26.0
04-40	27.0	27.0	22.0	21.0	24.0	27.0
04-42	28.0	28.0	22.0	22.0	24.0	27.0
04-44	28.0	27.0	20.0	21.0	25.0	27.0
04-46	26.0	26.0	20.0	21.0	25.0	25.0
04-48	27.0	26.0	21.0	23.0	25.0	26.0
04-50	26.0	26.0	21.0	20.0	25.0	26.0
04-52	26.0	26.0	22.0	21.0	25.0	25.0
04-54	26.0	26.0	22.0	21.0	26.0	26.0
04-56	28.0	28.0	20.0	21.0	24.0	27.0
04-58	26.0	26.0	21.0	20.0	25.0	26.0
05-00	29.0	29.0	24.0	24.0	29.0	29.0
05-02	26.0	26.0	22.0	21.0	26.0	26.0
05-04	26.0	26.0	20.0	22.0	25.0	26.0
05-06	28.0	28.0	22.0	22.0	25.0	27.0
05-08	26.0	26.0	22.0	21.0	26.0	26.0
05-10	27.0	27.0	20.0	20.0	25.0	26.0
05-12	28.0	28.0	21.0	22.0	26.0	28.0
05-14	27.0	27.0	20.0	22.0	24.0	27.0
