00-00	22.0	22.0	17.0	16.0	22.0	22.0
00-02	21.0	21.0	16.0	15.0	21.0	21.0
00-04	22.0	22.0	15.0	14.0	22.0	22.0
00-06	23.0	23.0	16.0	16.0	23.0	23.0
00-08	23.0	23.0	16.0	16.0	22.0	23.0
00-10	23.0	22.0	16.0	16.0	22.0	22.0
00-12	21.0	21.0	16.0	17.0	21.0	21.0
00-14	22.0	22.0	16.0	16.0	21.0	22.0
00-16	22.0	22.0	16.0	17.0	21.0	21.0
00-18	23.0	23.0	16.0	14.0	21.0	23.0
00-20	23.0	23.0	18.0	16.0	21.0	23.0
00-22	22.0	22.0	15.0	15.0	20.0	22.0
00-24	23.0	22.0	18.0	16.0	21.0	22.0
00-26	23.0	23.0	15.0	15.0	21.0	23.0
00-28	22.0	22.0	16.0	16.0	20.0	22.0
00-30	23.0	23.0	16.0	17.0	22.0	23.0
00-32	22.0	21.0	15.0	16.0	20.0	21.0
00-34	22.0	22.0	15.0	17.0	21.0	22.0
00-36	22.0	21.0	17.0	15.0	22.0	22.0
00-38	22.0	22.0	16.0	15.0	20.0	22.0
00-40	23.0	23.0	17.0	15.0	22.0	23.0
00-42	23.0	22.0	16.0	16.0	21.0	22.0
00-44	21.0	21.0	16.0	15.0	21.0	21.0
00-46	21.0	20.0	16.0	14.0	20.0	22.0
00-48	22.0	22.0	17.0	15.0	21.0	22.0
00-50	21.0	20.0	17.0	15.0	21.0	22.0
00-52	21.0	21.0	15.0	14.0	21.0	21.0
00-54	22.0	21.0	18.0	18.0	22.0	21.0
00-56	21.0	21.0	18.0	15.0	21.0	21.0
00-58	21.0	21.0	16.0	14.0	21.0	21.0
01-00	22.0	22.0	17.0	16.0	21.0	22.0
01-02	22.0	21.0	16.0	14.0	21.0	21.0
01-04	22.0	21.0	16.0	14.0	22.0	22.0
01-06	22.0	22.0	17.0	15.0	22.0	22.0
01-08	22.0	22.0	16.0	14.0	21.0	22.0
01-10	21.0	21.0	16.0	14.0	21.0	21.0
01-12	22.0	20.0	17.0	15.0	22.0	22.0
01-14	21.0	20.0	16.0	15.0	21.0	21.0
01-16	22.0	21.0	16.0	15.0	22.0	22.0
01-18	22.0	21.0	17.0	15.0	22.0	22.0
01-20	22.0	21.0	16.0	15.0	22.0	22.0
